"","list_name","name","label","district","subcounty","origin","level_1","settlement"
"710","place.list","kyabasengya","Kyabasengya","hoima","kitoba","","",""
"711","place.list","kyaturugo","Kyaturugo","hoima","kitoba","","",""
"712","place.list","mbarara","Mbarara","hoima","kitoba","","",""
"713","place.list","mbiwe","Mbiwe","hoima","kitoba","","",""
"714","place.list","nyakatoke","Nyakatoke","hoima","kitoba","","",""
"715","place.list","rwampanga","Rwampanga","hoima","kitoba","","",""
"716","place.list","waigasa","Waigasa","hoima","kitoba","","",""
"717","place.list","other","Other","hoima","kitoba","","",""
"718","place.list","kidoma","Kidoma","hoima","kiziranfumbi","","",""
"719","place.list","kikube","Kikube","hoima","kiziranfumbi","","",""
"720","place.list","kiziranfumbi","Kiziranfumbi","hoima","kiziranfumbi","","",""
"721","place.list","munteme","Munteme","hoima","kiziranfumbi","","",""
"722","place.list","other","Other","hoima","kiziranfumbi","","",""
"723","place.list","bugandale","Bugandale","hoima","kyabigambire","","",""
"724","place.list","bugomulo","Bugomulo","hoima","kyabigambire","","",""
"725","place.list","bulindi","Bulindi","hoima","kyabigambire","","",""
"726","place.list","ikonda","Ikonda","hoima","kyabigambire","","",""
"727","place.list","kakindo","Kakindo","hoima","kyabigambire","","",""
"728","place.list","kasungwa","Kasungwa","hoima","kyabigambire","","",""
"729","place.list","kibugubya","Kibugubya","hoima","kyabigambire","","",""
"730","place.list","kyabaitirwa","Kyabaitirwa","hoima","kyabigambire","","",""
"731","place.list","kyabigambire","Kyabigambire","hoima","kyabigambire","","",""
"732","place.list","kyabisenywa","Kyabisenywa","hoima","kyabigambire","","",""
"733","place.list","mparangasi","Mparangasi","hoima","kyabigambire","","",""
"734","place.list","nyarusimbi","Nyarusimbi","hoima","kyabigambire","","",""
"735","place.list","other","Other","hoima","kyabigambire","","",""
"736","place.list","buhuka","Buhuka","hoima","kyangwali","","",""
"737","place.list","kasonga","Kasonga","hoima","kyangwali","","",""
"738","place.list","kiabahamba","Kiabahamba","hoima","kyangwali","","",""
"739","place.list","kiakapere","Kiakapere","hoima","kyangwali","","",""
"740","place.list","kigwabya","Kigwabya","hoima","kyangwali","","",""
"741","place.list","kyangwali","Kyangwali","hoima","kyangwali","","",""
"742","place.list","mirembe","Mirembe","hoima","kyangwali","","",""
"743","place.list","ngogole","Ngogole","hoima","kyangwali","","",""
"744","place.list","nyawiega","Nyawiega","hoima","kyangwali","","",""
"745","place.list","other","Other","hoima","kyangwali","","",""
"746","place.list","buhanika","Buhanika","hoima","mparo","","",""
"747","place.list","imbamba","Imbamba","hoima","mparo","","",""
"748","place.list","mparo","Mparo","hoima","mparo","","",""
"749","place.list","mparo.tombs","Mparo Tombs","hoima","mparo","","",""
"750","place.list","other","Other","hoima","mparo","","",""
"751","place.list","other","Other","hoima","other","","",""
"752","place.list","kahenda","Kahenda","isingiro","birere","","",""
"753","place.list","kasana","Kasana","isingiro","birere","","",""
"754","place.list","kibona","Kibona","isingiro","birere","","",""
"755","place.list","rukoma","Rukoma","isingiro","birere","","",""
"756","place.list","rusya","Rusya","isingiro","birere","","",""
"757","place.list","other","Other","isingiro","birere","","",""
"758","place.list","edinzii","EDINZII","isingiro","endiinzi","","",""
"759","place.list","other","Other","isingiro","endiinzi","","",""
"760","place.list","gayaza","Gayaza","isingiro","isingiro_tc","","",""
"761","place.list","kabaigarire","Kabaigarire","isingiro","isingiro_tc","","",""
"762","place.list","kabingo","Kabingo","isingiro","isingiro_tc","","",""
"763","place.list","kahirimbi","Kahirimbi","isingiro","isingiro_tc","","",""
"764","place.list","kamuli","Kamuli","isingiro","isingiro_tc","","",""
"765","place.list","kibwera","Kibwera","isingiro","isingiro_tc","","",""
"766","place.list","rwembwa","Rwembwa","isingiro","isingiro_tc","","",""
"767","place.list","isingiro","Isingiro","isingiro","isingiro_tc","","",""
"768","place.list","other","Other","isingiro","isingiro_tc","","",""
"769","place.list","other","Other","isingiro","kaberebere_tc","","",""
"770","place.list","kyabinunga","Kyabinunga","isingiro","kabingo","","",""
"771","place.list","other","Other","isingiro","kabingo","","",""
"772","place.list","other","Other","isingiro","kabuyanda","","",""
"773","place.list","iryango","Iryango","isingiro","kabuyanda_tc","","",""
"774","place.list","other","Other","isingiro","kabuyanda_tc","","",""
"775","place.list","buganza","Buganza","isingiro","kashumba","","",""
"776","place.list","ishanze","Ishanze","isingiro","kashumba","","",""
"777","place.list","kagango","Kagango","isingiro","kashumba","","",""
"778","place.list","kasese","Kasese","isingiro","kashumba","","",""
"779","place.list","kashojo","Kashojo","isingiro","kashumba","","",""
"780","place.list","kasumba","Kasumba","isingiro","kashumba","","",""
"781","place.list","nyakabingo","Nyakabingo","isingiro","kashumba","","",""
"782","place.list","ruswa","Ruswa","isingiro","kashumba","","",""
"783","place.list","other","Other","isingiro","kashumba","","",""
"784","place.list","birembo","Birembo","isingiro","kikagate","","",""
"785","place.list","butale","Butale","isingiro","kikagate","","",""
"786","place.list","kyezimbire","Kyezimbire","isingiro","kikagate","","",""
"787","place.list","ruyanga","Ruyanga","isingiro","kikagate","","",""
"788","place.list","ryamurunga","Ryamurunga","isingiro","kikagate","","",""
"789","place.list","kikagati","Kikagati","isingiro","kikagate","","",""
"790","place.list","other","Other","isingiro","kikagate","","",""
"791","place.list","bukuba","Bukuba","isingiro","masha","","",""
"792","place.list","kabale","Kabale","isingiro","masha","","",""
"793","place.list","rubeya","Rubeya","isingiro","masha","","",""
"794","place.list","ruizi","Ruizi","isingiro","masha","","",""
"795","place.list","other","Other","isingiro","masha","","",""
"796","place.list","other","Other","isingiro","mbaare","","",""
"797","place.list","bizera","Bizera","isingiro","ngarama","","",""
"798","place.list","burumba","Burumba","isingiro","ngarama","","",""
"799","place.list","bushenyi","Bushenyi","isingiro","ngarama","","",""
"800","place.list","katoma","Katoma","isingiro","ngarama","","",""
"801","place.list","katwe","Katwe","isingiro","ngarama","","",""
"802","place.list","kibengo","Kibengo","isingiro","ngarama","","",""
"803","place.list","kigarama","Kigarama","isingiro","ngarama","","",""
"804","place.list","kisozo","Kisozo","isingiro","ngarama","","",""
"805","place.list","mabona","Mabona","isingiro","ngarama","","",""
"806","place.list","mitoma","Mitoma","isingiro","ngarama","","",""
"807","place.list","muko","Muko","isingiro","ngarama","","",""
"808","place.list","ngarama","Ngarama","isingiro","ngarama","","",""
"809","place.list","rugaga","Rugaga","isingiro","ngarama","","",""
"810","place.list","ruhira","Ruhira","isingiro","ngarama","","",""
"811","place.list","other","Other","isingiro","ngarama","","",""
"812","place.list","buhungura","Buhungura","isingiro","nyakitunda","","",""
"813","place.list","rumira","Rumira","isingiro","nyakitunda","","",""
"814","place.list","other","Other","isingiro","nyakitunda","","",""
"815","place.list","birere","Birere","isingiro","nyamuyanja","","",""
"816","place.list","nyakigyera","Nyakigyera","isingiro","nyamuyanja","","",""
"817","place.list","nyamiyanzha","Nyamiyanzha","isingiro","nyamuyanja","","",""
"818","place.list","other","Other","isingiro","nyamuyanja","","",""
"819","place.list","chitwe","Chitwe","isingiro","ruborogota","","",""
"820","place.list","kagabagaba","Kagabagaba","isingiro","ruborogota","","",""
"821","place.list","mpoma","Mpoma","isingiro","ruborogota","","",""
"822","place.list","other","Other","isingiro","ruborogota","","",""
"823","place.list","birunuma","Birunuma","isingiro","rugaaga","","",""
"824","place.list","katoke","Katoke","isingiro","rugaaga","","",""
"825","place.list","katoma","Katoma","isingiro","rugaaga","","",""
"826","place.list","kitoma","Kitoma","isingiro","rugaaga","","",""
"827","place.list","lugaga","Lugaga","isingiro","rugaaga","","",""
"828","place.list","lugaga","Lugaga","isingiro","rugaaga","","",""
"829","place.list","birumba","Birumba","isingiro","rugaaga","","",""
"830","place.list","other","Other","isingiro","rugaaga","","",""
"831","place.list","nabubare","Nabubare","isingiro","rushasha","","",""
"832","place.list","rwenkuba","Rwenkuba","isingiro","rushasha","","",""
"833","place.list","other","Other","isingiro","rushasha","","",""
"834","place.list","other","Other","isingiro","other","","",""
"835","place.list","biguri","Biguri","kamwenge","biguli","","",""
"836","place.list","other","Other","kamwenge","biguli","","",""
"837","place.list","other","Other","kamwenge","bihanga","","",""
"838","place.list","bunena","Bunena","kamwenge","buhanda","","",""
"839","place.list","kanyamburara","Kanyamburara","kamwenge","buhanda","","",""
"840","place.list","mpembwe","Mpembwe","kamwenge","buhanda","","",""
"841","place.list","rumbaire","Rumbaire","kamwenge","buhanda","","",""
"842","place.list","ryangabi","Ryangabi","kamwenge","buhanda","","",""
"843","place.list","other","Other","kamwenge","buhanda","","",""
"844","place.list","bigodi","Bigodi","kamwenge","busiriba","","",""
"845","place.list","bigodi","Bigodi","kamwenge","busiriba","","",""
"846","place.list","busimba","Busimba","kamwenge","busiriba","","",""
"847","place.list","busiriva","Busiriva","kamwenge","busiriba","","",""
"848","place.list","nkingo","Nkingo","kamwenge","busiriba","","",""
"849","place.list","nyabihara","Nyabihara","kamwenge","busiriba","","",""
"850","place.list","kanyanchu.gate","Kanyanchu Gate","kamwenge","busiriba","","",""
"851","place.list","other","Other","kamwenge","busiriba","","",""
"852","place.list","bwisi","Bwisi","kamwenge","bwizi","","",""
"853","place.list","other","Other","kamwenge","bwizi","","",""
"854","place.list","other","Other","kamwenge","kabambiro","","",""
"855","place.list","kahunge","Kahunge","kamwenge","kahunge","","",""
"856","place.list","kanyantembe","Kanyantembe","kamwenge","kahunge","","",""
"857","place.list","katoma","Katoma","kamwenge","kahunge","","",""
"858","place.list","lubaba","Lubaba","kamwenge","kahunge","","",""
"859","place.list","mulugando","Mulugando","kamwenge","kahunge","","",""
"860","place.list","rugonjo","Rugonjo","kamwenge","kahunge","","",""
"861","place.list","rwebikwato","Rwebikwato","kamwenge","kahunge","","",""
"862","place.list","rukunyu","Rukunyu","kamwenge","kahunge","","",""
"863","place.list","other","Other","kamwenge","kahunge","","",""
"864","place.list","kitogo","Kitogo","kamwenge","kamwenge","","",""
"865","place.list","murukunyu","Murukunyu","kamwenge","kamwenge","","",""
"866","place.list","nkongora","Nkongora","kamwenge","kamwenge","","",""
"867","place.list","other","Other","kamwenge","kamwenge","","",""
"868","place.list","kamwenge","Kamwenge","kamwenge","kamwenge_tc","","",""
"869","place.list","other","Other","kamwenge","kamwenge_tc","","",""
"870","place.list","nyabani","Nyabani","kamwenge","kanara","","",""
"871","place.list","rwengo","Rwengo","kamwenge","kanara","","",""
"872","place.list","other","Other","kamwenge","kanara","","",""
"873","place.list","bwera","Bwera","kamwenge","kicheche","","",""
"874","place.list","kagazi","Kagazi","kamwenge","kicheche","","",""
"875","place.list","kantozi","Kantozi","kamwenge","kicheche","","",""
"876","place.list","kicheche","Kicheche","kamwenge","kicheche","","",""
"877","place.list","ntuntu","Ntuntu","kamwenge","kicheche","","",""
"878","place.list","katego","Katego","kamwenge","kicheche","","",""
"879","place.list","other","Other","kamwenge","kicheche","","",""
"880","place.list","lwemizimu","Lwemizimu","kamwenge","mahyoro","","",""
"881","place.list","mahyoro","Mahyoro","kamwenge","mahyoro","","",""
"882","place.list","other","Other","kamwenge","mahyoro","","",""
"883","place.list","bisozi","Bisozi","kamwenge","nkoma","","",""
"884","place.list","nkoma","Nkoma","kamwenge","nkoma","","",""
"885","place.list","rwamanja","Rwamanja","kamwenge","nkoma","","",""
"886","place.list","other","Other","kamwenge","nkoma","","",""
"887","place.list","other","Other","kamwenge","ntara","","",""
"888","place.list","mpanga","Mpanga","kamwenge","nyabbani","","",""
"889","place.list","rwenjaza","Rwenjaza","kamwenge","nyabbani","","",""
"890","place.list","other","Other","kamwenge","nyabbani","","",""
"891","place.list","other","Other","kamwenge","other","","",""
"892","place.list","bweyale","Bweyale","kiryandongo","bweyale_tc","","",""
"893","place.list","buyale","Buyale","kiryandongo","bweyale_tc","","",""
"894","place.list","kichwabugingo","Kichwabugingo","kiryandongo","bweyale_tc","","",""
"895","place.list","nyarukonge","Nyarukonge","kiryandongo","bweyale_tc","","",""
"896","place.list","other","Other","kiryandongo","bweyale_tc","","",""
"897","place.list","kidima","Kidima","kiryandongo","kigumba","","",""
"898","place.list","kigengere","Kigengere","kiryandongo","kigumba","","",""
"899","place.list","kigya","Kigya","kiryandongo","kigumba","","",""
"900","place.list","kinyara","Kinyara","kiryandongo","kigumba","","",""
"901","place.list","kizibu","Kizibu","kiryandongo","kigumba","","",""
"902","place.list","other","Other","kiryandongo","kigumba","","",""
"903","place.list","kigumba","Kigumba","kiryandongo","kigumba_tc","","",""
"904","place.list","kabukye","Kabukye","kiryandongo","kigumba_tc","","",""
"905","place.list","kigomba","Kigomba","kiryandongo","kigumba_tc","","",""
"906","place.list","other","Other","kiryandongo","kigumba_tc","","",""
"907","place.list","kabonyi","Kabonyi","kiryandongo","kiryandongo","","",""
"908","place.list","kankoba","Kankoba","kiryandongo","kiryandongo","","",""
"909","place.list","karungu","Karungu","kiryandongo","kiryandongo","","",""
"910","place.list","katulikire","Katulikire","kiryandongo","kiryandongo","","",""
"911","place.list","kibeka","Kibeka","kiryandongo","kiryandongo","","",""
"912","place.list","kikungu","Kikungu","kiryandongo","kiryandongo","","",""
"913","place.list","kikungulu","Kikungulu","kiryandongo","kiryandongo","","",""
"914","place.list","kirongoro","Kirongoro","kiryandongo","kiryandongo","","",""
"915","place.list","kirwara","Kirwara","kiryandongo","kiryandongo","","",""
"916","place.list","kiryampungura","Kiryampungura","kiryandongo","kiryandongo","","",""
"917","place.list","kisekwa","Kisekwa","kiryandongo","kiryandongo","","",""
"918","place.list","kisunga","Kisunga","kiryandongo","kiryandongo","","",""
"919","place.list","kitwanga","Kitwanga","kiryandongo","kiryandongo","","",""
"920","place.list","kitwanga","Kitwanga","kiryandongo","kiryandongo","","",""
"921","place.list","kitwara","Kitwara","kiryandongo","kiryandongo","","",""
"922","place.list","kyaisimba","Kyaisimba","kiryandongo","kiryandongo","","",""
"923","place.list","masamba","Masamba","kiryandongo","kiryandongo","","",""
"924","place.list","mundeme","Mundeme","kiryandongo","kiryandongo","","",""
"925","place.list","wamusenyi","Wamusenyi","kiryandongo","kiryandongo","","",""
"926","place.list","other","Other","kiryandongo","kiryandongo","","",""
"927","place.list","kiryandongo","Kiryandongo","kiryandongo","kiryandongo_tc","","",""
"928","place.list","kiburasaho","Kiburasaho","kiryandongo","kiryandongo_tc","","",""
"929","place.list","kikubi","Kikubi","kiryandongo","kiryandongo_tc","","",""
"930","place.list","kisunga","Kisunga","kiryandongo","kiryandongo_tc","","",""
"931","place.list","other","Other","kiryandongo","kiryandongo_tc","","",""
"932","place.list","masindi.port","Masindi-Port","kiryandongo","masindi_port","","",""
"933","place.list","rwekunye","Rwekunye","kiryandongo","masindi_port","","",""
"934","place.list","wabitoki","Wabitoki","kiryandongo","masindi_port","","",""
"935","place.list","wakisani","Wakisani","kiryandongo","masindi_port","","",""
"936","place.list","other","Other","kiryandongo","masindi_port","","",""
"937","place.list","karuma","Karuma","kiryandongo","mutunda","","",""
"938","place.list","kiryandongo","Kiryandongo","kiryandongo","mutunda","","",""
"939","place.list","nanda","Nanda","kiryandongo","mutunda","","",""
"940","place.list","kijumbura","Kijumbura","kiryandongo","mutunda","","",""
"941","place.list","kisembwa","Kisembwa","kiryandongo","mutunda","","",""
"942","place.list","kyamukangara","Kyamukangara","kiryandongo","mutunda","","",""
"943","place.list","mutunda","Mutunda","kiryandongo","mutunda","","",""
"944","place.list","other","Other","kiryandongo","mutunda","","",""
"945","place.list","other","Other","kiryandongo","other","","",""
"946","place.list","gbokorolonga","Gbokorolonga","koboko","abuku","","",""
"947","place.list","ibanga","Ibanga","koboko","abuku","","",""
"948","place.list","kuniro","Kuniro","koboko","abuku","","",""
"949","place.list","nyai","Nyai","koboko","abuku","","",""
"950","place.list","other","Other","koboko","abuku","","",""
"951","place.list","other","Other","koboko","abuku","","",""
"952","place.list","danya","Danya","koboko","dranya","","",""
"953","place.list","lurujo","Lurujo","koboko","dranya","","",""
"954","place.list","nyangilia","Nyangilia","koboko","dranya","","",""
"955","place.list","other","Other","koboko","dranya","","",""
"956","place.list","other","Other","koboko","dranya","","",""
"957","place.list","koboko","Koboko","koboko","koboko_tc","","",""
"958","place.list","other","Other","koboko","koboko_tc","","",""
"959","place.list","oraba","Oraba","koboko","kuluba","","",""
"960","place.list","other","Other","koboko","kuluba","","",""
"961","place.list","lobule","Lobule","koboko","lobule","","",""
"962","place.list","padombo","Padombo","koboko","lobule","","",""
"963","place.list","other","Other","koboko","lobule","","",""
"964","place.list","lima","Lima","koboko","ludara","","",""
"965","place.list","longira","Longira","koboko","ludara","","",""
"966","place.list","ludara","Ludara","koboko","ludara","","",""
"967","place.list","other","Other","koboko","ludara","","",""
"968","place.list","kuluba","Kuluba","koboko","midia","","",""
"969","place.list","luruno","Luruno","koboko","midia","","",""
"970","place.list","media","Media","koboko","midia","","",""
"971","place.list","other","Other","koboko","midia","","",""
"972","place.list","other","Other","koboko","other","","",""
"973","place.list","nyamugura","Nyamugura","kyegegwa","hapuuyo","","",""
"974","place.list","other","Other","kyegegwa","hapuuyo","","",""
"975","place.list","butokebulamu","Butokebulamu","kyegegwa","kabweza_kyegegwa","","",""
"976","place.list","katente","Katente","kyegegwa","kabweza_kyegegwa","","",""
"977","place.list","wekomire","Wekomire","kyegegwa","kabweza_kyegegwa","","",""
"978","place.list","other","Other","kyegegwa","kabweza_kyegegwa","","",""
"979","place.list","kakabara","Kakabara","kyegegwa","kakabara","","",""
"980","place.list","omurwera","Omurwera","kyegegwa","kakabara","","",""
"981","place.list","other","Other","kyegegwa","kakabara","","",""
"982","place.list","kasolosolo","Kasolosolo","kyegegwa","kasule","","",""
"983","place.list","kasule","Kasule","kyegegwa","kasule","","",""
"984","place.list","kawula","Kawula","kyegegwa","kasule","","",""
"985","place.list","ruchwemigo","Ruchwemigo","kyegegwa","kasule","","",""
"986","place.list","sunga","Sunga","kyegegwa","kasule","","",""
"987","place.list","other","Other","kyegegwa","kasule","","",""
"988","place.list","kyegegwa","Kyegegwa","kyegegwa","kyegegwa_tc","","",""
"989","place.list","other","Other","kyegegwa","kyegegwa_tc","","",""
"990","place.list","mparo","Mparo","kyegegwa","mpara","","",""
"991","place.list","other","Other","kyegegwa","mpara","","",""
"992","place.list","karwenyi","Karwenyi","kyegegwa","ruyonza","","",""
"993","place.list","zina","Zina","kyegegwa","ruyonza","","",""
"994","place.list","katiirwe","Katiirwe","kyegegwa","ruyonza","","",""
"995","place.list","other","Other","kyegegwa","ruyonza","","",""
"996","place.list","kabagole","Kabagole","kyegegwa","rwentuha","","",""
"997","place.list","other","Other","kyegegwa","rwentuha","","",""
"998","place.list","other","Other","kyegegwa","other","","",""
"999","place.list","agoro","Agoro","lamwo","agoro","","",""
"1000","place.list","agoro","Agoro","lamwo","agoro","","",""
"1001","place.list","lututuru","Lututuru","lamwo","agoro","","",""
"1002","place.list","other","Other","lamwo","agoro","","",""
"1003","place.list","lokung","Lokung","lamwo","lamwo_tc","","",""
"1004","place.list","other","Other","lamwo","lamwo_tc","","",""
"1005","place.list","lapak","Lapak","lamwo","lokung","","",""
"1006","place.list","pangira","Pangira","lamwo","lokung","","",""
"1007","place.list","other","Other","lamwo","lokung","","",""
"1008","place.list","madi","Madi","lamwo","madi_opei","","",""
"1009","place.list","other","Other","lamwo","madi_opei","","",""
"1010","place.list","pamot","Pamot","lamwo","padibe_tc","","",""
"1011","place.list","padibe","Padibe","lamwo","padibe_tc","","",""
"1012","place.list","pamot","Pamot","lamwo","padibe_tc","","",""
"1013","place.list","other","Other","lamwo","padibe_tc","","",""
"1014","place.list","opoki","Opoki","lamwo","padibe_west","","",""
"1015","place.list","other","Other","lamwo","padibe_west","","",""
"1016","place.list","other","Other","lamwo","padibe_east","","",""
"1017","place.list","palabek.kal","Palabek Kal","lamwo","palabek_kal","","",""
"1018","place.list","other","Other","lamwo","palabek_kal","","",""
"1019","place.list","opokyam","Opokyam","lamwo","palabek_gem","","",""
"1020","place.list","opokyam","Opokyam","lamwo","palabek_gem","","",""
"1021","place.list","palabek.gem","Palabek Gem","lamwo","palabek_gem","","",""
"1022","place.list","other","Other","lamwo","palabek_gem","","",""
"1023","place.list","padwat","Padwat","lamwo","palabek_ogili","","",""
"1024","place.list","paludar","Paludar","lamwo","palabek_ogili","","",""
"1025","place.list","parachele","Parachele","lamwo","palabek_ogili","","",""
"1026","place.list","other","Other","lamwo","palabek_ogili","","",""
"1027","place.list","paloga","Paloga","lamwo","paloga","","",""
"1028","place.list","other","Other","lamwo","paloga","","",""
"1029","place.list","other","Other","lamwo","other","","",""
"1030","place.list","achimari","Achimari","moyo","aliba","","",""
"1031","place.list","alibabito","Alibabito","moyo","aliba","","",""
"1032","place.list","alibabito","Alibabito","moyo","aliba","","",""
"1033","place.list","atubanga","Atubanga","moyo","aliba","","",""
"1034","place.list","dilakate","Dilakate","moyo","aliba","","",""
"1035","place.list","ewafa","Ewafa","moyo","aliba","","",""
"1036","place.list","indilinga","Indilinga","moyo","aliba","","",""
"1037","place.list","mbale","Mbale","moyo","aliba","","",""
"1038","place.list","odonga","Odonga","moyo","aliba","","",""
"1039","place.list","other","Other","moyo","aliba","","",""
"1040","place.list","dufile","Dufile","moyo","difule","","",""
"1041","place.list","edele","Edele","moyo","difule","","",""
"1042","place.list","nyangeire","Nyangeire","moyo","difule","","",""
"1043","place.list","pamangara","Pamangara","moyo","difule","","",""
"1044","place.list","panyanga","Panyanga","moyo","difule","","",""
"1045","place.list","other","Other","moyo","difule","","",""
"1046","place.list","aliba","Aliba","moyo","gimara","","",""
"1047","place.list","delu","Delu","moyo","gimara","","",""
"1048","place.list","gangu","Gangu","moyo","gimara","","",""
"1049","place.list","lewa","Lewa","moyo","gimara","","",""
"1050","place.list","lionga","Lionga","moyo","gimara","","",""
"1051","place.list","liwa","Liwa","moyo","gimara","","",""
"1052","place.list","lomunga","Lomunga","moyo","gimara","","",""
"1053","place.list","maduga","Maduga","moyo","gimara","","",""
"1054","place.list","obongi","Obongi","moyo","gimara","","",""
"1055","place.list","tokaru","Tokaru","moyo","gimara","","",""
"1056","place.list","yakinemvi","Yakinemvi","moyo","gimara","","",""
"1057","place.list","yakiniji","Yakiniji","moyo","gimara","","",""
"1058","place.list","other","Other","moyo","gimara","","",""
"1059","place.list","anyurapi","Anyurapi","moyo","itula","","",""
"1060","place.list","barakala","Barakala","moyo","itula","","",""
"1061","place.list","budi","Budi","moyo","itula","","",""
"1062","place.list","dembele","Dembele","moyo","itula","","",""
"1063","place.list","dikiri","Dikiri","moyo","itula","","",""
"1064","place.list","itula","Itula","moyo","itula","","",""
"1065","place.list","itula","Itula","moyo","itula","","",""
"1066","place.list","kali","Kali","moyo","itula","","",""
"1067","place.list","kali","Kali","moyo","itula","","",""
"1068","place.list","kula","Kula","moyo","itula","","",""
"1069","place.list","lereje","Lereje","moyo","itula","","",""
"1070","place.list","nderendere","Nderendere","moyo","itula","","",""
"1071","place.list","ndirindiri","Ndirindiri","moyo","itula","","",""
"1072","place.list","nyawa","Nyawa","moyo","itula","","",""
"1073","place.list","palorinya","Palorinya","moyo","itula","","",""
"1074","place.list","waka","Waka","moyo","itula","","",""
"1075","place.list","other","Other","moyo","itula","","",""
"1076","place.list","laropi","Laropi","moyo","laropi","","",""
"1077","place.list","port","Port","moyo","laropi","","",""
"1078","place.list","other","Other","moyo","laropi","","",""
"1079","place.list","laufori","Laufori","moyo","lefori","","",""
"1080","place.list","other","Other","moyo","lefori","","",""
"1081","place.list","amua","Amua","moyo","metu","","",""
"1082","place.list","erepi","Erepi","moyo","metu","","",""
"1083","place.list","metu","Metu","moyo","metu","","",""
"1084","place.list","metuli","Metuli","moyo","metu","","",""
"1085","place.list","meturu","Meturu","moyo","metu","","",""
"1086","place.list","other","Other","moyo","metu","","",""
"1087","place.list","akala","Akala","moyo","moyo","","",""
"1088","place.list","itele","Itele","moyo","moyo","","",""
"1089","place.list","logoba","Logoba","moyo","moyo","","",""
"1090","place.list","pamoti","Pamoti","moyo","moyo","","",""
"1091","place.list","other","Other","moyo","moyo","","",""
"1092","place.list","moyo","Moyo","moyo","moyo_tc","","",""
"1093","place.list","other","Other","moyo","moyo_tc","","",""
"1094","place.list","other","Other","moyo","other","","",""
"1095","place.list","other","Other","yumbe","apo","","",""
"1096","place.list","akpokoa","Akpokoa","yumbe","ariwa","","",""
"1097","place.list","erezeli","Erezeli","yumbe","ariwa","","",""
"1098","place.list","okubani","Okubani","yumbe","ariwa","","",""
"1099","place.list","other","Other","yumbe","ariwa","","",""
"1100","place.list","aupi","Aupi","yumbe","drajini","","",""
"1101","place.list","mongoyo","Mongoyo","yumbe","drajini","","",""
"1102","place.list","other","Other","yumbe","drajini","","",""
"1103","place.list","aoba","Aoba","yumbe","kei","","",""
"1104","place.list","kechuru","Kechuru","yumbe","kei","","",""
"1105","place.list","kirila","Kirila","yumbe","kei","","",""
"1106","place.list","koka","Koka","yumbe","kei","","",""
"1107","place.list","lobe","Lobe","yumbe","kei","","",""
"1108","place.list","matuma","Matuma","yumbe","kei","","",""
"1109","place.list","oringini","Oringini","yumbe","kei","","",""
"1110","place.list","other","Other","yumbe","kei","","",""
"1111","place.list","other","Other","yumbe","kerwa","","",""
"1112","place.list","baringa","Baringa","yumbe","kochi","","",""
"1113","place.list","lori","Lori","yumbe","kochi","","",""
"1114","place.list","rumogi","Rumogi","yumbe","kochi","","",""
"1115","place.list","other","Other","yumbe","kochi","","",""
"1116","place.list","langi","Langi","yumbe","kufulu","","",""
"1117","place.list","lomunga","Lomunga","yumbe","kufulu","","",""
"1118","place.list","yoyo","Yoyo","yumbe","kufulu","","",""
"1119","place.list","other","Other","yumbe","kufulu","","",""
"1120","place.list","ambayo","Ambayo","yumbe","kuru","","",""
"1121","place.list","aringa","Aringa","yumbe","kuru","","",""
"1122","place.list","ibanga","Ibanga","yumbe","kuru","","",""
"1123","place.list","loronga","Loronga","yumbe","kuru","","",""
"1124","place.list","other","Other","yumbe","kuru","","",""
"1125","place.list","lodonga","Lodonga","yumbe","lodonga","","",""
"1126","place.list","nori","Nori","yumbe","lodonga","","",""
"1127","place.list","other","Other","yumbe","lodonga","","",""
"1128","place.list","midigo","Midigo","yumbe","midigo","","",""
"1129","place.list","other","Other","yumbe","midigo","","",""
"1130","place.list","noko","Noko","yumbe","odravu","","",""
"1131","place.list","odravu","Odravu","yumbe","odravu","","",""
"1132","place.list","okoyu","Okoyu","yumbe","odravu","","",""
"1133","place.list","wolo","Wolo","yumbe","odravu","","",""
"1134","place.list","other","Other","yumbe","odravu","","",""
"1135","place.list","other","Other","yumbe","romogi","","",""
"1136","place.list","yumbe","Yumbe","yumbe","yumbe_tc","","",""
"1137","place.list","other","Other","yumbe","yumbe_tc","","",""
"1138","place.list","other","Other","yumbe","other","","",""
"1139","","","","","","","",""
"1140","strata.list","adjumani","Adjumani","","","","",""
"1141","strata.list","agojo","Agojo","","","","",""
"1142","strata.list","alere.ii","Alere II","","","","",""
"1143","strata.list","ayilo","Ayilo I/II","","","","",""
"1144","strata.list","baratuku","Baratuku","","","","",""
"1145","strata.list","boroli","Boroli","","","","",""
"1146","strata.list","elema","Elema","","","","",""
"1147","strata.list","maaji","Maaji I/II/III","","","","",""
"1148","strata.list","mirieyi","Mirieyi","","","","",""
"1149","strata.list","mungula","Mungula I/II","","","","",""
"1150","strata.list","nyumanzi","Nyumanzi","","","","",""
"1151","strata.list","oliji","Oliji","","","","",""
"1152","strata.list","olua","Olua I/II","","","","",""
"1153","strata.list","pagrinya","Pagrinya","","","","",""
"1154","strata.list","arua","Arua","","","","",""
"1155","strata.list","rhino.camp","Rhino Camp","","","","",""
"1156","strata.list","imvepi","Imvepi","","","","",""
"1157","strata.list","hoima","Hoima","","","","",""
"1158","strata.list","kyangwali","Kyangwali","","","","",""
