loop_position,capacity,journeys,litres,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status
4,20.0,1,20,7177,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1510,2577713,eb494536-28eb-4a53-8572-c92522766924,2018-05-08T18:47:38,
1,20.0,2,40,7178,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1511,2577769,9fa1b569-8cc2-40c2-ae1c-018db3a8e3f3,2018-05-08T19:10:25,
2,20.0,2,40,7179,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1511,2577769,9fa1b569-8cc2-40c2-ae1c-018db3a8e3f3,2018-05-08T19:10:25,
1,20.0,1,20,7180,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1512,2577787,e0c54079-ebb9-4a4f-a799-c71a15323aaa,2018-05-08T19:14:05,
2,20.0,1,20,7181,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1512,2577787,e0c54079-ebb9-4a4f-a799-c71a15323aaa,2018-05-08T19:14:05,
3,20.0,1,20,7182,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1512,2577787,e0c54079-ebb9-4a4f-a799-c71a15323aaa,2018-05-08T19:14:05,
4,20.0,1,20,7183,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1512,2577787,e0c54079-ebb9-4a4f-a799-c71a15323aaa,2018-05-08T19:14:05,
5,20.0,1,20,7184,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1512,2577787,e0c54079-ebb9-4a4f-a799-c71a15323aaa,2018-05-08T19:14:05,
1,20.0,1,20,7185,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1513,2577815,314898c9-cfd3-4f47-93c9-f487a2b7aa7f,2018-05-08T19:22:43,
2,20.0,1,20,7186,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1513,2577815,314898c9-cfd3-4f47-93c9-f487a2b7aa7f,2018-05-08T19:22:43,
3,20.0,1,20,7187,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1513,2577815,314898c9-cfd3-4f47-93c9-f487a2b7aa7f,2018-05-08T19:22:43,
4,20.0,1,20,7188,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1513,2577815,314898c9-cfd3-4f47-93c9-f487a2b7aa7f,2018-05-08T19:22:43,
5,20.0,1,20,7189,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1513,2577815,314898c9-cfd3-4f47-93c9-f487a2b7aa7f,2018-05-08T19:22:43,
1,20.0,1,20,7190,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1514,2577816,e8fc595c-f8f4-46bc-957c-587030dd2688,2018-05-08T19:22:46,
2,20.0,1,20,7191,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1514,2577816,e8fc595c-f8f4-46bc-957c-587030dd2688,2018-05-08T19:22:46,
3,20.0,1,20,7192,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1514,2577816,e8fc595c-f8f4-46bc-957c-587030dd2688,2018-05-08T19:22:46,
4,20.0,1,20,7193,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1514,2577816,e8fc595c-f8f4-46bc-957c-587030dd2688,2018-05-08T19:22:46,
5,20.0,1,20,7194,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1514,2577816,e8fc595c-f8f4-46bc-957c-587030dd2688,2018-05-08T19:22:46,
6,20.0,1,20,7195,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1514,2577816,e8fc595c-f8f4-46bc-957c-587030dd2688,2018-05-08T19:22:46,
7,20.0,1,20,7196,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1514,2577816,e8fc595c-f8f4-46bc-957c-587030dd2688,2018-05-08T19:22:46,
8,15.0,1,15,7197,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1514,2577816,e8fc595c-f8f4-46bc-957c-587030dd2688,2018-05-08T19:22:46,
9,20.0,1,20,7198,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1514,2577816,e8fc595c-f8f4-46bc-957c-587030dd2688,2018-05-08T19:22:46,
1,20.0,3,60,7199,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1515,2577817,1ee6ccfe-04e0-4a82-8b39-fab157793c54,2018-05-08T19:22:49,
2,20.0,3,60,7200,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1515,2577817,1ee6ccfe-04e0-4a82-8b39-fab157793c54,2018-05-08T19:22:49,
1,20.0,1,20,7201,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1516,2577821,df7ca7e9-052c-496b-8a73-89501ed465c8,2018-05-08T19:23:41,
2,20.0,1,20,7202,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1516,2577821,df7ca7e9-052c-496b-8a73-89501ed465c8,2018-05-08T19:23:41,
3,20.0,1,20,7203,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1516,2577821,df7ca7e9-052c-496b-8a73-89501ed465c8,2018-05-08T19:23:41,
4,20.0,1,20,7204,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1516,2577821,df7ca7e9-052c-496b-8a73-89501ed465c8,2018-05-08T19:23:41,
5,20.0,1,20,7205,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1516,2577821,df7ca7e9-052c-496b-8a73-89501ed465c8,2018-05-08T19:23:41,
6,20.0,1,20,7206,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1516,2577821,df7ca7e9-052c-496b-8a73-89501ed465c8,2018-05-08T19:23:41,
7,5.0,1,5,7207,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1516,2577821,df7ca7e9-052c-496b-8a73-89501ed465c8,2018-05-08T19:23:41,
8,5.0,1,5,7208,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1516,2577821,df7ca7e9-052c-496b-8a73-89501ed465c8,2018-05-08T19:23:41,
1,20.0,1,20,7209,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1517,2577822,a5bcf020-f55c-49d6-82c5-c59f7005dfc7,2018-05-08T19:23:43,
2,20.0,1,20,7210,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1517,2577822,a5bcf020-f55c-49d6-82c5-c59f7005dfc7,2018-05-08T19:23:43,
3,20.0,1,20,7211,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1517,2577822,a5bcf020-f55c-49d6-82c5-c59f7005dfc7,2018-05-08T19:23:43,
4,20.0,1,20,7212,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1517,2577822,a5bcf020-f55c-49d6-82c5-c59f7005dfc7,2018-05-08T19:23:43,
5,10.0,1,10,7213,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1517,2577822,a5bcf020-f55c-49d6-82c5-c59f7005dfc7,2018-05-08T19:23:43,
6,10.0,1,10,7214,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1517,2577822,a5bcf020-f55c-49d6-82c5-c59f7005dfc7,2018-05-08T19:23:43,
7,10.0,1,10,7215,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1517,2577822,a5bcf020-f55c-49d6-82c5-c59f7005dfc7,2018-05-08T19:23:43,
1,20.0,3,60,7216,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1518,2577823,3c9dcd58-6192-422c-9c53-7bf680bb828e,2018-05-08T19:23:44,
2,20.0,2,40,7217,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1518,2577823,3c9dcd58-6192-422c-9c53-7bf680bb828e,2018-05-08T19:23:44,
3,20.0,1,20,7218,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1518,2577823,3c9dcd58-6192-422c-9c53-7bf680bb828e,2018-05-08T19:23:44,
1,20.0,1,20,7219,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1519,2577824,7bdd772a-8cba-43d5-8fd3-7a5316738c76,2018-05-08T19:23:46,
2,20.0,1,20,7220,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1519,2577824,7bdd772a-8cba-43d5-8fd3-7a5316738c76,2018-05-08T19:23:46,
3,20.0,1,20,7221,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1519,2577824,7bdd772a-8cba-43d5-8fd3-7a5316738c76,2018-05-08T19:23:46,
4,20.0,1,20,7222,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1519,2577824,7bdd772a-8cba-43d5-8fd3-7a5316738c76,2018-05-08T19:23:46,
5,20.0,1,20,7223,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1519,2577824,7bdd772a-8cba-43d5-8fd3-7a5316738c76,2018-05-08T19:23:46,
6,20.0,1,20,7224,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1519,2577824,7bdd772a-8cba-43d5-8fd3-7a5316738c76,2018-05-08T19:23:46,
7,20.0,1,20,7225,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1519,2577824,7bdd772a-8cba-43d5-8fd3-7a5316738c76,2018-05-08T19:23:46,
8,20.0,1,20,7226,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1519,2577824,7bdd772a-8cba-43d5-8fd3-7a5316738c76,2018-05-08T19:23:46,
9,20.0,1,20,7227,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1519,2577824,7bdd772a-8cba-43d5-8fd3-7a5316738c76,2018-05-08T19:23:46,
1,20.0,1,20,7228,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
2,20.0,1,20,7229,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
3,20.0,1,20,7230,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
4,20.0,1,20,7231,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
5,20.0,1,20,7232,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
6,20.0,1,20,7233,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
7,20.0,1,20,7234,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
8,20.0,1,20,7235,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
9,20.0,1,20,7236,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
10,20.0,1,20,7237,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
11,20.0,1,20,7238,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
12,20.0,1,20,7239,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
13,10.0,1,10,7240,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1520,2577825,3e93629a-d102-4418-8b76-dc1d2774333b,2018-05-08T19:23:48,
1,20.0,2,40,7241,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1521,2577826,2ee398a4-8622-4485-b466-0823abd9d64c,2018-05-08T19:23:51,
2,20.0,2,40,7242,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1521,2577826,2ee398a4-8622-4485-b466-0823abd9d64c,2018-05-08T19:23:51,
3,20.0,2,40,7243,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1521,2577826,2ee398a4-8622-4485-b466-0823abd9d64c,2018-05-08T19:23:51,
4,20.0,1,20,7244,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1521,2577826,2ee398a4-8622-4485-b466-0823abd9d64c,2018-05-08T19:23:51,
5,20.0,1,20,7245,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1521,2577826,2ee398a4-8622-4485-b466-0823abd9d64c,2018-05-08T19:23:51,
6,20.0,1,20,7246,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1521,2577826,2ee398a4-8622-4485-b466-0823abd9d64c,2018-05-08T19:23:51,
7,15.0,1,15,7247,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1521,2577826,2ee398a4-8622-4485-b466-0823abd9d64c,2018-05-08T19:23:51,
8,5.0,3,15,7248,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1521,2577826,2ee398a4-8622-4485-b466-0823abd9d64c,2018-05-08T19:23:51,
9,5.0,3,15,7249,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1521,2577826,2ee398a4-8622-4485-b466-0823abd9d64c,2018-05-08T19:23:51,
1,20.0,2,40,7250,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1522,2577827,e7c37089-1043-44de-b5a6-b114ce4a8435,2018-05-08T19:23:54,
2,20.0,2,40,7251,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1522,2577827,e7c37089-1043-44de-b5a6-b114ce4a8435,2018-05-08T19:23:54,
3,20.0,2,40,7252,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1522,2577827,e7c37089-1043-44de-b5a6-b114ce4a8435,2018-05-08T19:23:54,
4,20.0,2,40,7253,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1522,2577827,e7c37089-1043-44de-b5a6-b114ce4a8435,2018-05-08T19:23:54,
5,20.0,2,40,7254,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1522,2577827,e7c37089-1043-44de-b5a6-b114ce4a8435,2018-05-08T19:23:54,
6,10.0,3,30,7255,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1522,2577827,e7c37089-1043-44de-b5a6-b114ce4a8435,2018-05-08T19:23:54,
1,20.0,3,60,7256,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1523,2577829,7135c50b-e03e-4bc2-8fcd-f854a4fb4241,2018-05-08T19:24:10,
2,20.0,3,60,7257,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1523,2577829,7135c50b-e03e-4bc2-8fcd-f854a4fb4241,2018-05-08T19:24:10,
3,5.0,3,15,7258,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1523,2577829,7135c50b-e03e-4bc2-8fcd-f854a4fb4241,2018-05-08T19:24:10,
1,20.0,1,20,7259,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1524,2577830,762a0b92-9222-4257-9e5b-37dd97b60d25,2018-05-08T19:24:13,
2,20.0,1,20,7260,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1524,2577830,762a0b92-9222-4257-9e5b-37dd97b60d25,2018-05-08T19:24:13,
3,10.0,3,30,7261,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1524,2577830,762a0b92-9222-4257-9e5b-37dd97b60d25,2018-05-08T19:24:13,
4,5.0,2,10,7262,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1524,2577830,762a0b92-9222-4257-9e5b-37dd97b60d25,2018-05-08T19:24:13,
5,5.0,3,15,7263,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1524,2577830,762a0b92-9222-4257-9e5b-37dd97b60d25,2018-05-08T19:24:13,
1,20.0,5,100,7264,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1525,2577831,aef0237b-52e8-4560-9030-9c219e8757fc,2018-05-08T19:24:16,
2,20.0,4,80,7265,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1525,2577831,aef0237b-52e8-4560-9030-9c219e8757fc,2018-05-08T19:24:16,
1,20.0,3,60,7266,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1526,2577835,8539ac0d-05d3-496b-ae9d-06c7649f6351,2018-05-08T19:25:09,
1,20.0,2,40,7267,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
2,2.0,1,2,7268,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
3,6.0,3,18,7269,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
4,4.0,4,16,7270,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
5,5.0,5,25,7271,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
6,6.0,6,36,7272,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
7,7.0,7,49,7273,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
8,8.0,8,64,7274,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
9,99.0,9,891,7275,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
10,10.0,10,100,7276,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
11,11.0,11,121,7277,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
12,12.0,12,144,7278,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
13,13.0,13,169,7279,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
14,14.0,14,196,7280,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
15,15.0,15,225,7281,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
16,16.0,16,256,7282,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
17,17.0,17,289,7283,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
18,18.0,18,324,7284,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
19,19.0,19,361,7285,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
20,20.0,20,400,7286,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1527,2577836,5b0da6bc-2d55-426c-8f4d-ca6089c89724,2018-05-08T19:25:12,
1,20.0,2,40,7287,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1528,2577837,854201db-01ab-4115-bd0a-e62f61ffa972,2018-05-08T19:25:16,
2,20.0,1,20,7288,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1528,2577837,854201db-01ab-4115-bd0a-e62f61ffa972,2018-05-08T19:25:16,
3,10.0,2,20,7289,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1528,2577837,854201db-01ab-4115-bd0a-e62f61ffa972,2018-05-08T19:25:16,
4,10.0,1,10,7290,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1528,2577837,854201db-01ab-4115-bd0a-e62f61ffa972,2018-05-08T19:25:16,
5,20.0,1,20,7291,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1528,2577837,854201db-01ab-4115-bd0a-e62f61ffa972,2018-05-08T19:25:16,
1,10.0,2,20,7292,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1529,2577839,85085d65-151c-4bf4-8361-c2642adeebba,2018-05-08T19:25:19,
2,20.0,2,40,7293,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1529,2577839,85085d65-151c-4bf4-8361-c2642adeebba,2018-05-08T19:25:19,
3,10.0,1,10,7294,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1529,2577839,85085d65-151c-4bf4-8361-c2642adeebba,2018-05-08T19:25:19,
4,10.0,1,10,7295,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1529,2577839,85085d65-151c-4bf4-8361-c2642adeebba,2018-05-08T19:25:19,
1,20.0,2,40,7296,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1530,2577840,d730bd25-6fe8-4124-a97a-643632cf2600,2018-05-08T19:25:22,
2,20.0,2,40,7297,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1530,2577840,d730bd25-6fe8-4124-a97a-643632cf2600,2018-05-08T19:25:22,
1,20.0,2,40,7298,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1531,2577847,31aab28d-f3b5-4564-8a75-977fd0e62221,2018-05-08T19:27:01,
2,20.0,3,60,7299,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1531,2577847,31aab28d-f3b5-4564-8a75-977fd0e62221,2018-05-08T19:27:01,
3,10.0,1,10,7300,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1531,2577847,31aab28d-f3b5-4564-8a75-977fd0e62221,2018-05-08T19:27:01,
1,20.0,4,80,7301,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1532,2577849,719cf88a-99cd-4859-96f9-fb4a9a532bdf,2018-05-08T19:27:04,
2,20.0,2,40,7302,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1532,2577849,719cf88a-99cd-4859-96f9-fb4a9a532bdf,2018-05-08T19:27:04,
3,10.0,1,10,7303,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1532,2577849,719cf88a-99cd-4859-96f9-fb4a9a532bdf,2018-05-08T19:27:04,
1,20.0,3,60,7304,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1533,2577850,9d74bed3-da9a-4d45-b030-c07a7a39465e,2018-05-08T19:27:08,
2,10.0,10,100,7305,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1533,2577850,9d74bed3-da9a-4d45-b030-c07a7a39465e,2018-05-08T19:27:08,
1,20.0,3,60,7306,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1534,2577858,ef58f7b3-da4a-4a75-aa5b-804c762fd483,2018-05-08T19:28:35,
2,10.0,4,40,7307,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1534,2577858,ef58f7b3-da4a-4a75-aa5b-804c762fd483,2018-05-08T19:28:35,
3,5.0,6,30,7308,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1534,2577858,ef58f7b3-da4a-4a75-aa5b-804c762fd483,2018-05-08T19:28:35,
4,15.0,2,30,7309,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1534,2577858,ef58f7b3-da4a-4a75-aa5b-804c762fd483,2018-05-08T19:28:35,
5,12.0,1,12,7310,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1534,2577858,ef58f7b3-da4a-4a75-aa5b-804c762fd483,2018-05-08T19:28:35,
1,20.0,4,80,7311,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1535,2577859,78a45144-21fa-4005-9752-2b4af71a2701,2018-05-08T19:28:38,
2,5.0,5,25,7312,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1535,2577859,78a45144-21fa-4005-9752-2b4af71a2701,2018-05-08T19:28:38,
1,20.0,4,80,7313,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1536,2577860,eb855a26-0800-47cd-8d40-e9312e25a5f1,2018-05-08T19:28:41,
2,5.0,6,30,7314,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1536,2577860,eb855a26-0800-47cd-8d40-e9312e25a5f1,2018-05-08T19:28:41,
1,20.0,5,100,7315,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1537,2577863,edb8b9de-5ca6-4c8e-877e-6f260090e310,2018-05-08T19:28:44,
2,10.0,4,40,7316,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1537,2577863,edb8b9de-5ca6-4c8e-877e-6f260090e310,2018-05-08T19:28:44,
1,5.0,3,15,7317,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1538,2577865,2a8489d9-7772-4d18-aeca-96175a9c6bfe,2018-05-08T19:29:09,
2,5.0,3,15,7318,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1538,2577865,2a8489d9-7772-4d18-aeca-96175a9c6bfe,2018-05-08T19:29:09,
3,5.0,3,15,7319,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1538,2577865,2a8489d9-7772-4d18-aeca-96175a9c6bfe,2018-05-08T19:29:09,
4,5.0,3,15,7320,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1538,2577865,2a8489d9-7772-4d18-aeca-96175a9c6bfe,2018-05-08T19:29:09,
5,5.0,3,15,7321,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1538,2577865,2a8489d9-7772-4d18-aeca-96175a9c6bfe,2018-05-08T19:29:09,
1,20.0,10,200,7322,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1539,2577866,3d1a5a18-a374-46c1-8b43-9d7175802bf7,2018-05-08T19:29:12,
2,10.0,10,100,7323,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1539,2577866,3d1a5a18-a374-46c1-8b43-9d7175802bf7,2018-05-08T19:29:12,
3,5.0,10,50,7324,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1539,2577866,3d1a5a18-a374-46c1-8b43-9d7175802bf7,2018-05-08T19:29:12,
4,5.0,10,50,7325,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1539,2577866,3d1a5a18-a374-46c1-8b43-9d7175802bf7,2018-05-08T19:29:12,
1,20.0,8,160,7326,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,1540,2577867,658abf60-a9cc-4087-8186-d606cc2958fe,2018-05-08T19:29:15,
